ID,Ecol,Geo,Clades,Ploidy,Euploidy,Zygosity,group
CPC,Fruit,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
BMF,Human,Europe,M3. Mosaic region 3,2,aneu,heterozygous,M3
CKN,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CIG,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CIL,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
AAG,Unknown,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
AHA,Fruit,Caribbean,M3. Mosaic region 3,1,euploid,homozygous,M3
CII,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CIK,Human clinical,Europe,M3. Mosaic region 3,2,aneu,heterozygous,M3
BTA,Human clinical,Europe,M3. Mosaic region 3,3,euploid,heterozygous,M3
BDC,Nature,Middle_east,M3. Mosaic region 3,2,aneu,heterozygous,M3
BDF,Nature,Middle_east,M3. Mosaic region 3,2,aneu,heterozygous,M3
BDG,Nature,Middle_east,M3. Mosaic region 3,2,aneu,heterozygous,M3
CHQ,Bakery,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
ALR,Tree,Europe,M3. Mosaic region 3,3,aneu,heterozygous,M3
AEL,Distillery,NA,M3. Mosaic region 3,2,euploid,heterozygous,M3
AEE,Distillery,NA,M3. Mosaic region 3,3,aneu,heterozygous,M3
ARA,Distillery,NA,M3. Mosaic region 3,4,aneu,heterozygous,M3
ARB,Bakery,NA,M3. Mosaic region 3,4,aneu,heterozygous,M3
BTB,Bakery,NA,M3. Mosaic region 3,3,aneu,heterozygous,M3
ATB,Nature,NA,M3. Mosaic region 3,3,euploid,heterozygous,M3
BIE,Wine,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
BPA,Soil,Europe,M3. Mosaic region 3,2,aneu,heterozygous,M3
AGT,Unknown,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
CIH,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
ABF,Human clinical,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YAL,Human clinical,NA,M3. Mosaic region 3,2,euploid,homozygous,M3
AEI,Bakery,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
AFG,Bakery,NA,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YBU,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YBM,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
ABC,Human clinical,North_America,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YDL,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
SACE_YDN,Human clinical,North_America,M3. Mosaic region 3,2,euploid,homozygous,M3
CIC,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CDK,Tree,Asia,M3. Mosaic region 3,1,euploid,homozygous,M3
CEM,Fermentation,Asia,M3. Mosaic region 3,1,euploid,homozygous,M3
CIF,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CID,Human clinical,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
BBT,Wine,Europe,M3. Mosaic region 3,3,euploid,heterozygous,M3
CHN,Bakery,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CHP,Bakery,Europe,M3. Mosaic region 3,2,euploid,heterozygous,M3
CMG,Sake,Asia,M3. Mosaic region 3,3,aneu,heterozygous,M3
CRE,Insect,South_America,M3. Mosaic region 3,3,euploid,heterozygous,M3
BDM,Nature,Africa,M3. Mosaic region 3,2,euploid,heterozygous,M3
ACI,Fruit,Asia,M3. Mosaic region 3,1,euploid,homozygous,M3
SACE_YCS,Unknown,NA,M3. Mosaic region 3,2,euploid,homozygous,M3
ACL,Palm wine,NA,M3. Mosaic region 3,1,aneu,homozygous,M3
CEQ,Fermentation,Africa,M3. Mosaic region 3,2,euploid,homozygous,M3
BAB,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
AVV,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
BAA,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
BAD,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
BAC,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
BAE,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
BAF,Palm wine,Africa,13. African palm wine ,2,euploid,heterozygous,13
CFA,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
SACE_GAL,Lab strain,North_America,13. African palm wine ,2,euploid,homozygous,13
CPS,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
CPT,Palm wine,Africa,13. African palm wine ,2,aneu,heterozygous,13
CQA,Palm wine,Africa,13. African palm wine ,2,euploid,heterozygous,13
CQB,Palm wine,Africa,13. African palm wine ,2,euploid,heterozygous,13
AHS,Wine,Africa,13. African palm wine ,1,aneu,homozygous,13
ADV,Palm wine,Africa,13. African palm wine ,1,euploid,homozygous,13
AKG,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
SACE_YAC,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
ADF,Tree,North_America,13. African palm wine ,1,euploid,homozygous,13
AKB,Palm wine,Africa,13. African palm wine ,2,euploid,heterozygous,13
AKD,Palm wine,Africa,13. African palm wine ,3,euploid,heterozygous,13
AKC,Palm wine,Africa,13. African palm wine ,3,aneu,heterozygous,13
AKE,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
AKH,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
APQ,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
APR,Beer,Africa,13. African palm wine ,2,aneu,homozygous,13
ATP,Palm wine,Africa,13. African palm wine ,2,euploid,homozygous,13
SACE_YBP,Wine,Africa,13. African palm wine ,2,euploid,homozygous,13
SACE_YCV,Beer,Africa,13. African palm wine ,2,aneu,homozygous,13
BAM,Nature,Asia,14. CHNIII ,2,euploid,homozygous,14
BAQ,Tree,Asia,14. CHNIII ,2,euploid,homozygous,14
BAG,Tree,Asia,15. CHNII ,2,euploid,homozygous,15
BAH,Tree,Asia,15. CHNII ,2,euploid,homozygous,15
BAL,Nature,Asia,16. CHNI,2,euploid,homozygous,16
AMH,Soil,Asia,17. Taiwanese ,2,euploid,homozygous,17
CEG,Soil,Asia,17. Taiwanese ,2,euploid,homozygous,17
CEI,Soil,Asia,17. Taiwanese ,2,euploid,homozygous,17
CCQ,Tree,Asia,18. Far East Asia ,2,euploid,homozygous,18
CCR,Tree,Asia,18. Far East Asia ,2,euploid,homozygous,18
CCS,Tree,Asia,18. Far East Asia ,2,euploid,homozygous,18
BAK,Tree,Asia,18. Far East Asia ,2,euploid,homozygous,18
BAI,Fruit,Asia,18. Far East Asia ,2,euploid,homozygous,18
ACQ,Wine,Europe,18. Far East Asia ,1,euploid,homozygous,18
CCN,Fruit,Asia,18. Far East Asia ,2,euploid,homozygous,18
CDL,Tree,Europe,18. Far East Asia ,2,euploid,homozygous,18
SACE_YCR,Tree,Asia,18. Far East Asia ,2,euploid,homozygous,18
BMA,Tree,Asia,19. Malaysian ,2,euploid,homozygous,19
AKM,Tree,Asia,19. Malaysian ,2,euploid,homozygous,19
BMB,Tree,Asia,19. Malaysian ,2,euploid,homozygous,19
BMC,Tree,Asia,19. Malaysian ,2,euploid,homozygous,19
SACE_MAL,Insect,Asia,19. Malaysian ,2,euploid,homozygous,19
SACE_YCY,Tree,Asia,19. Malaysian ,2,euploid,homozygous,19
ABL,Soil,Africa,NA,1,euploid,homozygous,-1
SACE_YCB,Soil,Africa,NA,2,euploid,homozygous,-1
AMM,Tree,Asia,NA,2,euploid,homozygous,-1
BAN,Nature,Asia,20. CHN V ,2,euploid,homozygous,20
BAP,Soil,Asia,20. CHN V ,2,euploid,homozygous,20
CMP,Tree,North_America,21. Ecuadorean ,2,euploid,homozygous,21
CCH,Insect,South_America,21. Ecuadorean ,2,aneu,homozygous,21
ACC,Tree,North_America,21. Ecuadorean ,1,euploid,homozygous,21
CCC,Flower,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CCD,Flower,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CCE,Flower,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CCF,Insect,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CCG,Fruit,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CCI,Insect,South_America,21. Ecuadorean ,2,euploid,homozygous,21
CMQ,Tree,North_America,21. Ecuadorean ,2,euploid,homozygous,21
SACE_GAT,Nature,North_America,NA,2,euploid,homozygous,-1
SACE_YCX,Nature,North_America,NA,2,euploid,homozygous,-1
CDN,Insect,North_America,NA,2,aneu,homozygous,-1
BFA,Soil,Europe,NA,2,euploid,homozygous,-1
BFL,Tree,Europe,NA,2,euploid,homozygous,-1
AMB,Insect,North_America,NA,2,euploid,homozygous,-1
AMC,Insect,North_America,NA,2,euploid,homozygous,-1
CDQ,Tree,North_America,NA,2,euploid,homozygous,-1
SACE_GAS,Nature,Caribbean,NA,2,euploid,homozygous,-1
SACE_YCW,Fruit,Caribbean,NA,2,euploid,homozygous,-1
CDF,Fruit,Europe,22. Far East Russian ,2,euploid,homozygous,22
CDG,Wine,Europe,22. Far East Russian ,2,euploid,homozygous,22
CDH,Tree,Europe,22. Far East Russian ,2,euploid,homozygous,22
CDI,Tree,Europe,22. Far East Russian ,2,euploid,homozygous,22
AMD,Fruit,Asia,NA,2,euploid,homozygous,-1
AMF,Fruit,Asia,NA,2,euploid,homozygous,-1
CEH,Fruit,Asia,NA,2,euploid,homozygous,-1
CCP,Tree,Asia,NA,2,euploid,homozygous,-1
BEG,Industrial,Asia,NA,2,aneu,homozygous,-1
CDB,Soil,Asia,NA,2,euploid,homozygous,-1
AVI,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
ACD,Tree,North_America,23. North American oak ,1,euploid,homozygous,23
ANF,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
ANH,Nature,North_America,23. North American oak ,2,euploid,homozygous,23
ANC,Tree,North_America,23. North American oak ,2,euploid,homozygous,23
ANE,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
ANG,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
AND,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
ANK,Tree,North_America,23. North American oak ,2,euploid,homozygous,23
ANI,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
AKN,Soil,North_America,23. North American oak ,2,euploid,homozygous,23
SACE_YBS,Tree,North_America,23. North American oak ,2,euploid,homozygous,23
SACE_YCU,Tree,North_America,23. North American oak ,2,euploid,homozygous,23
BBR,Tree,Europe,NA,2,euploid,homozygous,-1
SACE_YCO,Wine,NA,NA,2,euploid,homozygous,-1
CMS,Tree,North_America,NA,2,euploid,homozygous,-1
ADG,Tree,North_America,NA,1,euploid,homozygous,-1
CDP,Tree,North_America,NA,2,euploid,homozygous,-1
SACE_YDI,Unknown,Asia,NA,2,euploid,homozygous,-1
ARH,Fermentation,Oceania,24. Asian islands ,2,aneu,heterozygous,24
ARI,Fermentation,Oceania,24. Asian islands ,2,aneu,heterozygous,24
AFK,Palm wine,Asia,24. Asian islands ,2,euploid,homozygous,24
AHH,Palm wine,Europe,24. Asian islands ,1,euploid,homozygous,24
CCT,Tree,Asia,24. Asian islands ,2,euploid,homozygous,24
CCV,Tree,Asia,24. Asian islands ,2,euploid,homozygous,24
CDA,Tree,Asia,24. Asian islands ,1,euploid,homozygous,24
AGR,Nature,NA,24. Asian islands ,1,euploid,homozygous,24
ARG,Tree,Oceania,24. Asian islands ,2,euploid,homozygous,24
SACE_YCM,Fruit,Asia,24. Asian islands ,2,euploid,homozygous,24
SACE_YDE,Palm wine,Asia,24. Asian islands ,2,euploid,homozygous,24
SACE_YCN,Fruit,Asia,NA,2,euploid,homozygous,-1
ASM,Nature,Asia,NA,3,aneu,heterozygous,-1
CGH,Unknown,Asia,NA,3,euploid,heterozygous,-1
CEP,Fermentation,Asia,NA,2,aneu,homozygous,-1
CKR,Human clinical,Europe,NA,2,aneu,heterozygous,-1
ARP,Wine,Asia,25. Sake ,2,aneu,heterozygous,25
AEF,Sake,Asia,25. Sake ,1,euploid,homozygous,25
CMH,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
ARM,Fruit,Asia,25. Sake ,2,euploid,heterozygous,25
CLI,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CMK,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CLQ,Sake,Asia,25. Sake ,1,aneu,homozygous,25
CLN,Sake,Asia,25. Sake ,2,euploid,homozygous,25
AFN,Sake,Asia,25. Sake ,1,euploid,homozygous,25
ADQ,Sake,Asia,25. Sake ,1,euploid,homozygous,25
AFM,Sake,Asia,25. Sake ,1,euploid,homozygous,25
APA,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
BTS,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
ANT,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
ANR,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
ANV,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
ADN,Sake,Asia,25. Sake ,1,euploid,homozygous,25
CMF,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CMI,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
AAD,Sake,Asia,25. Sake ,2,aneu,homozygous,25
ANS,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
AQN,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CLM,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CMN,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
APC,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
APD,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
AVC,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CMD,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLP,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CMC,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
APF,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
APE,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
AVD,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
AVM,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLT,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLS,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CME,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLL,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CLR,Sake,Asia,25. Sake ,2,euploid,heterozygous,25
CML,Sake,Asia,25. Sake ,2,aneu,homozygous,25
CMM,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CMB,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
AVL,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLV,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CLK,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CQQ,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
CQR,Sake,Asia,25. Sake ,2,aneu,heterozygous,25
AHQ,Industrial,Asia,26. Asian fermentation ,1,euploid,homozygous,26
CGL,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
AFH,Distillery,NA,26. Asian fermentation ,1,euploid,homozygous,26
AGG,Distillery,NA,26. Asian fermentation ,2,euploid,heterozygous,26
AEP,Distillery,NA,26. Asian fermentation ,2,euploid,homozygous,26
CEV,Distillery,Asia,26. Asian fermentation ,1,euploid,homozygous,26
CGI,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CGN,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CGP,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CGG,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CGR,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
AQS,Distillery,Oceania,26. Asian fermentation ,2,aneu,heterozygous,26
BEH,Fermentation,Asia,26. Asian fermentation ,2,euploid,homozygous,26
ACM,Fermentation,Oceania,26. Asian fermentation ,1,euploid,homozygous,26
AKL,Sake,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
ABB,Human clinical,North_America,26. Asian fermentation ,1,euploid,homozygous,26
ACK,Palm wine,Africa,26. Asian fermentation ,1,euploid,homozygous,26
ADH,Tree,North_America,26. Asian fermentation ,1,euploid,homozygous,26
SACE_YDA,Palm wine,Europe,26. Asian fermentation ,2,euploid,homozygous,26
ALB,Insect,South_America,26. Asian fermentation ,2,euploid,heterozygous,26
AKR,Fruit,South_America,26. Asian fermentation ,2,euploid,heterozygous,26
ALC,Nature,South_America,26. Asian fermentation ,2,euploid,heterozygous,26
ALH,Nature,South_America,26. Asian fermentation ,2,euploid,heterozygous,26
ALA,Insect,South_America,26. Asian fermentation ,2,euploid,heterozygous,26
ALK,Tree,South_America,26. Asian fermentation ,2,aneu,heterozygous,26
CGQ,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
BRG,Soil,Africa,26. Asian fermentation ,3,euploid,heterozygous,26
CGK,Unknown,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CHM,Bakery,Europe,26. Asian fermentation ,2,euploid,heterozygous,26
BHP,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
BHQ,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
BHR,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
BHS,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
BEF,Fermentation,Asia,26. Asian fermentation ,2,euploid,heterozygous,26
CEK,Fermentation,Asia,26. Asian fermentation ,2,euploid,homozygous,26
CEL,Fermentation,Asia,26. Asian fermentation ,2,euploid,homozygous,26
SACE_YCJ,Unknown,Asia,26. Asian fermentation ,2,aneu,homozygous,26
SACE_YCK,Industrial,Asia,26. Asian fermentation ,2,euploid,homozygous,26
SACE_YDK,Industrial,Asia,26. Asian fermentation ,2,euploid,homozygous,26
